index,function,size,latency_ms,execution_time_sec,type,status,diff
680,genmatrix,small,7.6,0.1369999999999999,warm,200,7.463
681,mobilenet,small,22.2,17.378999999999998,warm,200,4.8210000000000015
682,genmatrix,large,51.6,1.193,warm,200,50.407000000000004
683,resnet,small,147.5,141.012,warm,200,6.4879999999999995
684,graphgen,medium,208.4,19.612,warm,200,188.788
685,genmatrix,small,6.5,0.1379999999999999,warm,200,6.362
686,resnet,small,130.3,122.136,warm,200,8.164000000000016
687,fastfouriertransform,large,20.9,4.914,warm,200,15.985999999999999
688,genmatrix,large,51.5,1.225,warm,200,50.275
689,genmatrix,small,7.1,0.141,warm,200,6.959
690,linpack,small,12.5,5.107,warm,200,7.393
691,resnet,small,127.6,122.982,warm,200,4.617999999999995
692,grayscale,small,228.5,11.089,warm,200,217.411
693,fetchdata,large,139.5,129.17100000000002,warm,200,10.32899999999998
694,grayscale,small,17.1,10.992,warm,200,6.1080000000000005
695,fastfouriertransform,large,18.3,4.925,warm,200,13.375
696,graphgen,small,41.0,2.833,warm,200,38.167
697,graphgen,medium,171.6,12.689,warm,200,158.911
698,genmatrix,large,51.8,1.1869999999999998,warm,200,50.613
699,linpack,small,15.5,8.168,warm,200,7.332000000000001
700,fetchdata,medium,90.3,85.10900000000001,warm,200,5.190999999999988
701,graphgen,small,41.1,3.061,warm,200,38.039
702,matrixmul,large,23.0,7.864,warm,200,15.136
703,fastfouriertransform,large,21.1,7.841000000000001,warm,200,13.259
704,fastfouriertransform,medium,664.3,651.092,warm,200,13.20799999999997
705,mobilenet,medium,29.0,23.47,warm,200,5.530000000000001
706,pagerank,large,403.8,305.143,warm,200,98.65700000000004
707,fastfouriertransform,medium,667.6,601.592,warm,200,66.00800000000004
708,pagerank,small,19.3,10.465,warm,200,8.835
709,resnet,small,153.7,149.118,warm,200,4.581999999999994
710,pagerank,medium,66.0,44.513,warm,200,21.487000000000002
711,mobilenet,large,26.8,22.13,warm,200,4.670000000000002
712,graphgen,small,52.6,4.813,warm,200,47.787
713,mobilenet,medium,31.4,26.277,warm,200,5.1229999999999976
714,matrixmul,large,23.8,7.976999999999999,warm,200,15.823
715,fastfouriertransform,medium,621.6,606.778,warm,200,14.822000000000003
716,mobilenet,small,32.6,23.578000000000003,warm,200,9.021999999999998
717,fastfouriertransform,medium,828.0,604.4620000000001,warm,200,223.5379999999999
718,resnet,small,129.2,121.783,warm,200,7.416999999999987
719,fastfouriertransform,small,433.9,4.842,warm,200,429.058
720,grayscale,large,2872.4,2732.94,cold,200,139.46000000000004
721,resnet,large,129.8,121.581,warm,200,8.219000000000008
722,linpack,medium,702.8,694.372,warm,200,8.427999999999997
723,resnet,large,129.6,123.225,warm,200,6.375
724,grayscale,medium,107.2,94.608,warm,200,12.591999999999999
725,pagerank,large,378.9,282.793,warm,200,96.10699999999997
726,matrixmul,small,24.1,7.877999999999999,warm,200,16.222
727,fastfouriertransform,large,21.8,4.957,warm,200,16.843
728,pagerank,large,430.0,282.735,warm,200,147.265
729,genmatrix,medium,10.4,0.203,warm,200,10.197000000000001
730,mobilenet,small,26.3,17.465999999999998,warm,200,8.834000000000003
731,matrixmul,medium,579.1,564.5400000000001,warm,200,14.559999999999945
732,mobilenet,medium,22.9,18.005,warm,200,4.895
733,matrixmul,large,195.3,4.999,warm,200,190.30100000000002
734,fastfouriertransform,medium,726.9,658.9509999999999,warm,200,67.94900000000007
735,matrixmul,medium,522.0,507.602,warm,200,14.398000000000025
736,grayscale,medium,74.8,61.819,warm,200,12.980999999999995
737,fetchdata,large,90.9,85.569,warm,200,5.331000000000003
738,mobilenet,small,24.7,17.682,warm,200,7.018000000000001
739,fastfouriertransform,small,22.7,4.94,warm,200,17.759999999999998
740,fastfouriertransform,medium,626.1,607.322,warm,200,18.77800000000002
741,fastfouriertransform,large,432.0,4.847,warm,200,427.153
742,linpack,small,13.4,5.093999999999999,warm,200,8.306000000000001
743,pagerank,small,27.3,15.347,warm,200,11.953000000000001
744,resnet,large,157.9,151.566,warm,200,6.334000000000003
745,pagerank,medium,95.8,66.107,warm,200,29.692999999999998
746,fastfouriertransform,medium,620.0,602.5409999999999,warm,200,17.45900000000006
747,linpack,large,14.6,5.119000000000001,warm,200,9.480999999999998
748,matrixmul,large,17.9,5.027,warm,200,12.872999999999998
749,graphgen,medium,172.4,12.991,warm,200,159.409
750,resnet,medium,128.2,123.148,warm,200,5.0519999999999925
751,linpack,small,16.9,8.083,warm,200,8.816999999999998
752,resnet,large,126.7,121.782,warm,200,4.918000000000006
753,genmatrix,small,6.7,0.142,warm,200,6.558
754,mobilenet,small,32.3,23.276,warm,200,9.023999999999997
755,fastfouriertransform,medium,615.5,599.152,warm,200,16.347999999999956
756,pagerank,medium,105.3,45.439,warm,200,59.861
757,fastfouriertransform,medium,817.7,600.066,warm,200,217.63400000000001
758,resnet,small,129.9,121.628,warm,200,8.272000000000006
759,matrixmul,large,24.2,7.899,warm,200,16.301
760,resnet,large,172.5,168.339,warm,200,4.161000000000001
761,pagerank,small,17.7,10.049,warm,200,7.651
762,resnet,large,193.8,189.196,warm,200,4.604000000000013
763,grayscale,small,16.4,10.73,warm,200,5.669999999999998
764,fetchdata,medium,90.3,85.022,warm,200,5.277999999999992
765,grayscale,medium,107.0,91.99,warm,200,15.010000000000005
766,linpack,small,15.0,8.056000000000001,warm,200,6.943999999999999
767,fetchdata,small,89.9,84.73899999999999,warm,200,5.161000000000016
768,resnet,large,131.9,127.497,warm,200,4.403000000000006
769,matrixmul,small,23.0,7.881000000000001,warm,200,15.119
770,fetchdata,large,89.4,84.451,warm,200,4.949000000000012
771,graphgen,small,52.6,4.668,warm,200,47.932
772,pagerank,small,25.7,15.625,warm,200,10.075
773,matrixmul,medium,562.9,549.769,warm,200,13.130999999999972
774,mobilenet,medium,30.5,25.411,warm,200,5.088999999999999
775,fetchdata,medium,80.6,76.55499999999999,warm,200,4.045000000000002
776,grayscale,large,4485.7,4292.968,cold,200,192.73199999999997
777,linpack,large,15.3,8.086,warm,200,7.214
778,resnet,small,153.3,145.43200000000002,warm,200,7.867999999999995
779,graphgen,small,53.1,4.597,warm,200,48.503
780,fetchdata,large,80.7,76.689,warm,200,4.01100000000001
781,graphgen,large,852.1,95.922,warm,200,756.178
782,fastfouriertransform,medium,619.4,602.164,warm,200,17.23599999999999
783,mobilenet,large,30.3,24.964,warm,200,5.336000000000002
784,matrixmul,medium,527.8,514.3539999999999,warm,200,13.446000000000026
785,resnet,medium,129.2,124.66,warm,200,4.539999999999992
786,matrixmul,medium,640.6,508.154,warm,200,132.44600000000003
787,genmatrix,large,36.4,0.7919999999999999,warm,200,35.608
788,fastfouriertransform,medium,653.9,636.893,warm,200,17.006999999999948
789,matrixmul,small,52.7,4.992,warm,200,47.708000000000006
790,grayscale,large,2993.8,2755.173,cold,200,238.6270000000004
791,resnet,medium,126.5,122.11,warm,200,4.390000000000001
792,pagerank,large,386.4,289.346,warm,200,97.05399999999997
793,grayscale,small,12.1,6.909,warm,200,5.191
794,genmatrix,medium,9.8,0.2,warm,200,9.600000000000001
795,resnet,small,127.9,123.674,warm,200,4.225999999999999
796,graphgen,small,40.1,2.83,warm,200,37.27
797,grayscale,small,192.4,10.848,warm,200,181.552
798,fetchdata,medium,101.5,85.44699999999999,warm,200,16.05300000000001
799,grayscale,medium,69.9,58.327,warm,200,11.573000000000008
800,fastfouriertransform,small,22.1,4.931,warm,200,17.169
801,mobilenet,large,21.9,17.471,warm,200,4.4289999999999985
802,matrixmul,small,25.0,7.998,warm,200,17.002
803,fetchdata,medium,89.5,84.58200000000001,warm,200,4.917999999999992
804,pagerank,large,517.2,280.858,warm,200,236.34200000000004
805,genmatrix,large,51.1,1.196,warm,200,49.904
806,pagerank,large,446.2,291.328,warm,200,154.872
807,linpack,small,12.3,5.125,warm,200,7.175000000000001
808,matrixmul,large,23.0,7.931000000000001,warm,200,15.068999999999999
809,graphgen,medium,209.0,19.609,warm,200,189.391
810,graphgen,medium,172.5,13.366,warm,200,159.13400000000001
811,fastfouriertransform,medium,638.3,624.0830000000001,warm,200,14.21699999999987
812,resnet,medium,145.5,139.141,warm,200,6.359000000000009
813,resnet,medium,193.7,184.184,warm,200,9.515999999999991
814,matrixmul,medium,559.9,546.6990000000001,warm,200,13.200999999999908
815,fastfouriertransform,medium,613.7,599.9799999999999,warm,200,13.720000000000141
816,graphgen,medium,172.9,12.828,warm,200,160.072
817,fetchdata,large,91.0,85.977,warm,200,5.022999999999996
818,mobilenet,large,28.4,23.116,warm,200,5.283999999999999
819,linpack,small,14.1,5.101999999999999,warm,200,8.998000000000001
820,matrixmul,small,19.1,5.041,warm,200,14.059000000000001
821,genmatrix,medium,13.4,0.287,warm,200,13.113
822,resnet,medium,235.6,229.406,warm,200,6.193999999999988
823,pagerank,small,18.4,10.297,warm,200,8.102999999999998
824,matrixmul,medium,523.8,510.467,warm,200,13.33299999999997
825,linpack,small,15.7,8.075000000000001,warm,200,7.624999999999998
826,linpack,small,15.9,8.076,warm,200,7.824
827,fastfouriertransform,large,18.3,4.984,warm,200,13.316
828,fastfouriertransform,large,18.5,5.004,warm,200,13.496
829,pagerank,small,17.8,10.09,warm,200,7.710000000000001
830,linpack,medium,696.2,687.5329999999999,warm,200,8.667000000000144
831,fetchdata,small,145.0,140.31,warm,200,4.689999999999998
832,fastfouriertransform,small,23.0,4.974,warm,200,18.026
833,grayscale,small,17.4,10.798,warm,200,6.6019999999999985
834,fetchdata,large,87.2,82.542,warm,200,4.658000000000001
835,fetchdata,large,87.3,82.934,warm,200,4.366
836,fastfouriertransform,small,21.8,4.949,warm,200,16.851
837,mobilenet,medium,28.3,22.983,warm,200,5.317
838,resnet,large,148.5,143.495,warm,200,5.0049999999999955
839,mobilenet,large,29.1,23.843,warm,200,5.2570000000000014
840,resnet,large,126.6,121.809,warm,200,4.790999999999997
841,resnet,medium,126.2,121.714,warm,200,4.486000000000004
842,linpack,small,12.1,5.095,warm,200,7.005
843,mobilenet,small,35.0,30.206,warm,200,4.7940000000000005
844,mobilenet,medium,50.5,42.599,warm,200,7.901000000000003
845,grayscale,medium,94.2,81.584,warm,200,12.616
846,resnet,small,125.9,120.712,warm,200,5.188000000000002
847,linpack,large,13.2,5.097,warm,200,8.102999999999998
848,fastfouriertransform,medium,652.6,634.294,warm,200,18.30600000000004
849,mobilenet,medium,30.4,25.241,warm,200,5.158999999999999
850,graphgen,small,41.8,3.182,warm,200,38.617999999999995
851,linpack,medium,656.1,646.294,warm,200,9.80600000000004
852,fastfouriertransform,large,19.2,4.9430000000000005,warm,200,14.256999999999998
853,fastfouriertransform,large,18.5,4.97,warm,200,13.530000000000001
854,resnet,large,127.2,122.459,warm,200,4.741
855,matrixmul,medium,526.0,510.951,warm,200,15.048999999999978
856,resnet,large,128.3,121.243,warm,200,7.057000000000016
857,graphgen,medium,171.8,13.248,warm,200,158.55200000000002
858,resnet,large,127.7,121.984,warm,200,5.716000000000008
859,genmatrix,medium,10.1,0.199,warm,200,9.901
860,resnet,medium,131.7,126.994,warm,200,4.705999999999989
861,pagerank,small,20.7,11.498,warm,200,9.202
862,graphgen,medium,172.9,13.182,warm,200,159.71800000000002
863,fastfouriertransform,medium,621.0,607.129,warm,200,13.870999999999981
864,fastfouriertransform,large,427.0,4.979,warm,200,422.021
865,fetchdata,small,139.3,133.806,warm,200,5.494
866,genmatrix,large,50.9,1.217,warm,200,49.683
867,mobilenet,medium,23.1,18.393,warm,200,4.707000000000001
868,pagerank,large,433.3,283.332,warm,200,149.96800000000002
869,resnet,small,153.5,147.814,warm,200,5.686000000000007
870,linpack,medium,654.4,646.3259999999999,warm,200,8.07400000000007
871,grayscale,medium,105.2,91.812,warm,200,13.388000000000005
872,matrixmul,medium,523.4,510.46,warm,200,12.939999999999998
873,resnet,small,128.4,123.735,warm,200,4.665000000000006
874,linpack,small,12.7,5.097,warm,200,7.602999999999999
875,linpack,small,12.5,5.101,warm,200,7.399
876,pagerank,large,370.4,285.736,warm,200,84.66399999999999
877,matrixmul,medium,551.1,535.796,warm,200,15.303999999999974
878,grayscale,large,2791.4,2675.298,cold,200,116.10200000000032
879,resnet,small,127.7,122.738,warm,200,4.962000000000003
880,linpack,small,11.7,5.1000000000000005,warm,200,6.599999999999999
881,resnet,large,149.7,143.029,warm,200,6.670999999999992
882,fetchdata,medium,90.5,85.345,warm,200,5.155000000000001
883,grayscale,large,2886.2,2711.28,cold,200,174.91999999999962
884,matrixmul,small,17.7,4.995,warm,200,12.704999999999998
885,resnet,large,131.7,127.419,warm,200,4.280999999999992
886,fastfouriertransform,medium,677.9,664.865,warm,200,13.034999999999968
887,pagerank,medium,68.2,46.653,warm,200,21.547000000000004
888,linpack,small,14.9,8.052999999999999,warm,200,6.847000000000001
889,pagerank,small,18.2,10.378,warm,200,7.821999999999999
890,matrixmul,large,17.1,5.011,warm,200,12.089000000000002
891,linpack,small,15.4,8.065,warm,200,7.335000000000001
892,linpack,medium,693.6,686.774,warm,200,6.826000000000022
893,fetchdata,small,86.8,82.675,warm,200,4.125
894,linpack,medium,944.0,645.4649999999999,warm,200,298.5350000000001
895,genmatrix,small,6.6,0.136,warm,200,6.4639999999999995
896,fetchdata,small,96.1,91.868,warm,200,4.231999999999999
897,fastfouriertransform,medium,626.7,600.015,warm,200,26.68500000000006
898,fastfouriertransform,large,433.4,4.879,warm,200,428.52099999999996
899,pagerank,large,458.2,307.783,warm,200,150.41699999999997
900,pagerank,small,275.5,12.441,warm,200,263.059
901,linpack,large,11.5,5.126,warm,200,6.374
902,fetchdata,large,88.6,84.19500000000001,warm,200,4.404999999999987
903,matrixmul,small,17.1,4.999,warm,200,12.101000000000003
904,fetchdata,small,94.2,89.987,warm,200,4.213000000000008
905,resnet,small,153.4,148.27499999999998,warm,200,5.125000000000028
906,mobilenet,small,24.9,17.404,warm,200,7.495999999999999
907,matrixmul,medium,553.5,535.128,warm,200,18.371999999999957
908,genmatrix,medium,10.0,0.203,warm,200,9.797
909,resnet,medium,125.7,120.474,warm,200,5.225999999999999
910,mobilenet,small,22.3,17.352,warm,200,4.948
911,pagerank,small,19.1,9.836,warm,200,9.264000000000001
912,grayscale,medium,69.9,57.717,warm,200,12.183000000000007
913,genmatrix,medium,10.0,0.199,warm,200,9.801
914,resnet,medium,125.8,120.905,warm,200,4.894999999999996
915,mobilenet,medium,24.0,17.73,warm,200,6.27
916,matrixmul,large,18.6,5.073,warm,200,13.527000000000001
917,pagerank,medium,71.8,45.852,warm,200,25.948
918,fetchdata,small,90.9,85.451,warm,200,5.449000000000012
919,resnet,small,129.3,122.53,warm,200,6.77000000000001
920,grayscale,small,13.1,6.828,warm,200,6.271999999999999
921,mobilenet,medium,23.0,17.555,warm,200,5.445
922,pagerank,small,19.9,10.086,warm,200,9.813999999999998
923,pagerank,small,19.7,9.939,warm,200,9.761
924,grayscale,small,16.7,10.633,warm,200,6.067
925,fetchdata,medium,90.7,85.59400000000001,warm,200,5.1059999999999945
926,mobilenet,large,24.9,18.078,warm,200,6.821999999999999
927,fetchdata,medium,91.6,86.173,warm,200,5.4269999999999925
928,fastfouriertransform,small,27.3,7.771,warm,200,19.529
929,mobilenet,medium,32.7,24.714,warm,200,7.986000000000004
930,graphgen,medium,173.0,13.524,warm,200,159.476
931,graphgen,medium,172.9,13.184,warm,200,159.716
932,pagerank,medium,92.2,63.345,warm,200,28.855000000000004
933,genmatrix,medium,13.7,0.307,warm,200,13.392999999999999
934,fastfouriertransform,medium,663.9,645.008,warm,200,18.89199999999994
935,genmatrix,small,6.9,0.1369999999999999,warm,200,6.763000000000001
936,linpack,small,15.9,8.068000000000001,warm,200,7.831999999999999
937,linpack,small,16.6,8.075000000000001,warm,200,8.525
938,fetchdata,small,93.9,88.26599999999999,warm,200,5.6340000000000146
939,grayscale,medium,110.5,92.659,warm,200,17.840999999999994
940,fetchdata,large,100.7,94.801,warm,200,5.899000000000001
941,mobilenet,medium,31.2,25.928,warm,200,5.2719999999999985
942,resnet,small,186.8,180.684,warm,200,6.116000000000014
943,fastfouriertransform,small,17.7,4.981,warm,200,12.719
944,grayscale,small,16.8,10.723,warm,200,6.077
945,fetchdata,large,94.3,89.572,warm,200,4.727999999999994
946,resnet,large,127.6,122.559,warm,200,5.040999999999997
947,matrixmul,small,23.6,7.886000000000001,warm,200,15.714
948,grayscale,small,16.6,10.723999999999998,warm,200,5.876000000000003
949,grayscale,small,15.7,10.596,warm,200,5.103999999999999
950,graphgen,small,52.8,4.645,warm,200,48.155
951,matrixmul,large,23.7,7.89,warm,200,15.809999999999999
952,resnet,medium,126.3,121.987,warm,200,4.313000000000002
953,fastfouriertransform,small,18.0,5.157,warm,200,12.843
954,mobilenet,large,32.0,22.744,warm,200,9.256
955,pagerank,small,25.3,15.678999999999998,warm,200,9.621000000000002
956,pagerank,large,424.5,328.256,warm,200,96.24400000000003
957,genmatrix,large,47.1,0.978,warm,200,46.122
958,fetchdata,medium,81.6,77.614,warm,200,3.98599999999999
959,matrixmul,small,23.7,7.896,warm,200,15.803999999999998
960,resnet,medium,126.2,121.217,warm,200,4.983000000000004
961,genmatrix,large,36.5,0.795,warm,200,35.705
962,matrixmul,small,23.8,7.882,warm,200,15.918000000000001
963,fastfouriertransform,large,25.6,7.856999999999999,warm,200,17.743000000000002
964,linpack,small,15.4,8.072,warm,200,7.328000000000001
965,pagerank,large,431.4,278.216,warm,200,153.18399999999997
966,pagerank,large,568.2,285.079,warm,200,283.12100000000004
967,pagerank,small,45.7,10.164,warm,200,35.536
968,matrixmul,medium,554.5,540.615,warm,200,13.884999999999991
969,graphgen,large,822.2,64.69999999999999,warm,200,757.5
970,matrixmul,medium,682.5,517.398,warm,200,165.10199999999998
971,grayscale,large,2799.7,2681.937,cold,200,117.76299999999992
972,graphgen,medium,293.8,45.385000000000005,warm,200,248.41500000000002
973,fastfouriertransform,medium,654.7,636.885,warm,200,17.815000000000055
974,genmatrix,large,37.7,1.38,warm,200,36.32
975,fastfouriertransform,large,260.3,4.952,warm,200,255.348
976,linpack,small,17.6,7.405,warm,200,10.195
977,graphgen,medium,173.1,12.922,warm,200,160.178
978,pagerank,medium,68.2,45.876,warm,200,22.324000000000005
979,fetchdata,large,91.1,86.05,warm,200,5.049999999999997
980,mobilenet,large,22.8,17.662,warm,200,5.138000000000002
981,mobilenet,large,22.4,17.685,warm,200,4.715
982,fetchdata,small,140.3,135.47400000000002,warm,200,4.825999999999993
983,fastfouriertransform,large,18.3,4.952,warm,200,13.348
984,mobilenet,small,22.5,17.534000000000002,warm,200,4.9659999999999975
985,grayscale,small,12.0,6.794,warm,200,5.206
986,graphgen,small,41.1,3.053,warm,200,38.047000000000004
987,graphgen,medium,173.1,13.092,warm,200,160.00799999999998
988,grayscale,large,2793.3,2676.967,cold,200,116.33300000000008
989,matrixmul,large,18.3,4.986,warm,200,13.314
990,mobilenet,medium,27.8,22.877,warm,200,4.923000000000002
991,graphgen,large,845.5,63.208,warm,200,782.292
992,genmatrix,medium,13.2,0.287,warm,200,12.912999999999998
993,linpack,small,13.9,5.138,warm,200,8.762
994,linpack,medium,655.9,648.1940000000001,warm,200,7.705999999999904
995,fastfouriertransform,medium,615.3,600.76,warm,200,14.539999999999964
996,matrixmul,medium,559.5,546.218,warm,200,13.282000000000039
997,mobilenet,medium,29.2,24.241,warm,200,4.959
998,linpack,small,12.9,5.129,warm,200,7.771000000000001
999,mobilenet,large,32.3,23.346,warm,200,8.953999999999997
1000,mobilenet,medium,28.4,22.143,warm,200,6.256999999999998
1001,pagerank,medium,146.8,59.895,warm,200,86.905
1002,fastfouriertransform,large,25.3,7.907000000000001,warm,200,17.393
1003,matrixmul,small,18.2,5.008,warm,200,13.192
1004,matrixmul,large,17.4,5.007000000000001,warm,200,12.392999999999997
1005,fetchdata,large,88.7,83.92399999999999,warm,200,4.7760000000000105
1006,grayscale,medium,68.9,57.475,warm,200,11.425000000000004
1007,fastfouriertransform,small,24.3,7.731,warm,200,16.569000000000003
1008,linpack,large,15.6,8.084,warm,200,7.516
1009,grayscale,medium,68.9,57.156,warm,200,11.744000000000007
1010,mobilenet,large,28.1,22.992,warm,200,5.1080000000000005
1011,matrixmul,small,18.4,5.008,warm,200,13.392
1012,mobilenet,medium,32.7,27.766,warm,200,4.934000000000005
1013,mobilenet,small,28.0,23.114,warm,200,4.885999999999999
1014,linpack,large,16.0,8.071,warm,200,7.929
1015,matrixmul,medium,523.9,510.259,warm,200,13.640999999999963
1016,graphgen,small,40.2,2.841,warm,200,37.359
1017,matrixmul,medium,641.3,510.494,warm,200,130.80599999999993
1018,pagerank,large,391.5,287.22,warm,200,104.27999999999997
1019,fetchdata,small,84.6,80.014,warm,200,4.5859999999999985
1020,fetchdata,large,79.8,75.711,warm,200,4.088999999999999
1021,mobilenet,small,27.0,21.989,warm,200,5.010999999999999
1022,fetchdata,small,80.4,75.657,warm,200,4.743000000000009
1023,genmatrix,large,36.8,0.798,warm,200,36.001999999999995
1024,linpack,medium,692.7,684.523,warm,200,8.177000000000021
1025,matrixmul,large,24.3,7.945,warm,200,16.355
1026,graphgen,large,871.2,96.555,warm,200,774.645
1027,fetchdata,large,85.3,81.038,warm,200,4.2620000000000005
1028,mobilenet,medium,24.9,19.463,warm,200,5.436999999999998
1029,linpack,medium,654.0,647.288,warm,200,6.711999999999989
1030,fastfouriertransform,large,18.4,5.014,warm,200,13.386
1031,fetchdata,large,80.6,75.85,warm,200,4.75
1032,linpack,medium,702.8,647.732,warm,200,55.067999999999984
1033,linpack,large,509.6,5.064,warm,200,504.536
1034,grayscale,small,11.8,6.84,warm,200,4.960000000000001
1035,fastfouriertransform,small,17.6,5.017,warm,200,12.583000000000002
1036,fetchdata,medium,87.6,83.073,warm,200,4.527000000000001
1037,pagerank,medium,89.8,64.69500000000001,warm,200,25.10499999999999
1038,pagerank,small,21.6,13.154,warm,200,8.446000000000002
1039,grayscale,medium,70.1,57.398,warm,200,12.701999999999991
1040,mobilenet,small,23.9,17.703,warm,200,6.196999999999999
1041,resnet,medium,141.1,134.438,warm,200,6.662000000000006
1042,mobilenet,small,21.9,17.505,warm,200,4.395
1043,fastfouriertransform,small,21.3,7.818,warm,200,13.482000000000001
1044,fastfouriertransform,medium,666.4,648.5880000000001,warm,200,17.811999999999898
1045,fetchdata,large,88.7,84.194,warm,200,4.506
1046,mobilenet,small,22.2,17.478,warm,200,4.721999999999998
1047,linpack,large,12.7,5.136,warm,200,7.563999999999999
1048,linpack,large,12.3,5.108,warm,200,7.192000000000001
1049,fastfouriertransform,large,22.7,4.934,warm,200,17.766
1050,pagerank,medium,93.2,63.547,warm,200,29.653000000000006
1051,grayscale,small,12.3,6.8100000000000005,warm,200,5.49
1052,fetchdata,medium,89.6,84.53099999999999,warm,200,5.069000000000003
1053,pagerank,small,19.2,10.068,warm,200,9.132
1054,fastfouriertransform,small,22.0,4.98,warm,200,17.02
1055,fetchdata,small,87.8,82.74900000000001,warm,200,5.050999999999988
1056,mobilenet,small,29.1,23.278,warm,200,5.822000000000003
1057,linpack,large,17.5,8.111,warm,200,9.389
1058,resnet,medium,134.7,129.727,warm,200,4.972999999999985
1059,mobilenet,large,29.3,22.926,warm,200,6.374000000000002
1060,fetchdata,large,88.5,83.646,warm,200,4.853999999999999
1061,fastfouriertransform,small,17.6,4.942,warm,200,12.658000000000001
1062,grayscale,medium,97.3,85.47,warm,200,11.829999999999998
1063,mobilenet,large,28.1,22.938,warm,200,5.162000000000003
1064,matrixmul,medium,593.9,547.976,warm,200,45.92399999999998
1065,resnet,small,137.9,133.73,warm,200,4.170000000000016
1066,fetchdata,medium,89.1,84.628,warm,200,4.471999999999994
1067,fastfouriertransform,medium,655.2,641.86,warm,200,13.340000000000032
1068,mobilenet,large,28.2,22.972,warm,200,5.227999999999998
1069,pagerank,medium,120.5,97.973,warm,200,22.527
1070,fetchdata,large,84.7,80.306,warm,200,4.3940000000000055
1071,resnet,small,148.1,143.557,warm,200,4.543000000000006
1072,fetchdata,medium,80.5,76.134,warm,200,4.366
1073,pagerank,small,33.0,13.089,warm,200,19.911
1074,fastfouriertransform,large,21.3,5.9750000000000005,warm,200,15.325
1075,fetchdata,medium,80.5,76.349,warm,200,4.150999999999996
1076,fetchdata,small,79.4,75.747,warm,200,3.653000000000006
1077,linpack,large,15.8,8.092,warm,200,7.708
1078,genmatrix,medium,14.3,0.2259999999999999,warm,200,14.074000000000002
1079,pagerank,medium,99.2,71.917,warm,200,27.283
1080,fastfouriertransform,medium,624.4,611.085,warm,200,13.31499999999994
1081,genmatrix,large,36.7,0.8059999999999999,warm,200,35.894000000000005
1082,pagerank,medium,111.8,89.381,warm,200,22.418999999999997
1083,fetchdata,large,81.2,76.836,warm,200,4.364000000000004
1084,grayscale,large,2917.7,2746.111,cold,200,171.58899999999994
1085,pagerank,small,19.7,10.167,warm,200,9.533
1086,pagerank,large,386.4,285.184,warm,200,101.21599999999995
1087,fetchdata,large,81.3,76.634,warm,200,4.665999999999997
1088,resnet,small,128.5,122.531,warm,200,5.968999999999994
1089,fetchdata,large,81.9,77.11500000000001,warm,200,4.784999999999997
1090,resnet,large,128.2,123.482,warm,200,4.717999999999989
1091,resnet,medium,127.1,121.923,warm,200,5.1769999999999925
1092,resnet,small,141.8,135.50699999999998,warm,200,6.293000000000035
1093,graphgen,small,43.2,2.736,warm,200,40.464000000000006
1094,graphgen,large,826.2,68.18599999999999,warm,200,758.014
1095,resnet,medium,131.5,125.424,warm,200,6.075999999999993
1096,genmatrix,large,37.4,0.784,warm,200,36.616
1097,matrixmul,large,19.3,4.984,warm,200,14.316
1098,graphgen,medium,173.1,12.848,warm,200,160.25199999999998
1099,pagerank,medium,69.3,46.644,warm,200,22.656
1100,grayscale,medium,68.4,57.537,warm,200,10.863000000000007
1101,genmatrix,large,35.8,0.808,warm,200,34.992
1102,matrixmul,medium,520.8,508.062,warm,200,12.737999999999943
1103,mobilenet,small,23.1,17.773,warm,200,5.327000000000002
1104,graphgen,small,41.1,2.845,warm,200,38.255
1105,mobilenet,medium,22.3,17.491,warm,200,4.809000000000001
1106,mobilenet,medium,47.8,41.39,warm,200,6.409999999999997
1107,genmatrix,medium,219.4,0.286,warm,200,219.114
1108,resnet,small,161.3,151.97299999999998,warm,200,9.327000000000027
1109,linpack,large,12.5,5.111,warm,200,7.389
1110,linpack,large,11.8,5.103,warm,200,6.697000000000001
1111,linpack,medium,654.5,647.2909999999999,warm,200,7.20900000000006
1112,fetchdata,medium,90.2,85.343,warm,200,4.856999999999999
1113,pagerank,large,398.0,301.241,warm,200,96.75900000000001
1114,fastfouriertransform,medium,654.0,639.916,warm,200,14.083999999999946
1115,genmatrix,medium,12.4,0.285,warm,200,12.115
1116,fastfouriertransform,medium,862.1,606.367,warm,200,255.73300000000006
1117,mobilenet,small,32.1,22.245,warm,200,9.855
1118,fetchdata,small,90.5,84.91799999999999,warm,200,5.582000000000008
1119,graphgen,medium,201.4,21.769,warm,200,179.631
1120,matrixmul,large,25.0,7.931000000000001,warm,200,17.069
1121,matrixmul,small,23.5,7.899,warm,200,15.600999999999999
1122,fetchdata,medium,92.0,86.915,warm,200,5.084999999999994
1123,resnet,large,187.5,182.575,warm,200,4.925000000000011
1124,linpack,small,16.2,8.113999999999999,warm,200,8.086
1125,fetchdata,medium,90.9,85.721,warm,200,5.179000000000002
1126,pagerank,medium,71.4,45.773,warm,200,25.627000000000002
1127,mobilenet,medium,28.3,22.971,warm,200,5.329000000000001
1128,mobilenet,small,37.9,32.974000000000004,warm,200,4.925999999999995
1129,fastfouriertransform,medium,623.1,603.489,warm,200,19.61099999999999
1130,pagerank,medium,120.4,45.777,warm,200,74.623
1131,genmatrix,small,7.0,0.143,warm,200,6.857
